木の高さ,変形なし,変形あり
5,-1,-1
5,13,13
5,11,10
5,13,13
5,10,11
5,12,11
5,11,12
5,-1,-1
5,13,13
5,-1,-1
5,9,9
5,19,22
5,9,8
5,3,3
5,12,10
5,16,13
5,14,15
5,24,14
5,28,35
5,6,6
5,10,10
5,4,5
5,9,4
5,20,19
5,8,8
5,8,7
5,3,3
5,8,8
5,-1,6
5,16,16
5,12,12
5,8,8
5,16,-1
5,6,6
5,9,9
5,7,7
5,4,4
5,20,11
5,22,20
5,14,14
5,16,18
5,-1,-1
5,-1,12
5,25,20
5,14,15
5,16,16
5,17,13
5,-1,-1
5,10,7
5,-1,-1
5,17,18
5,11,11
5,13,13
5,8,8
5,16,18
5,-1,-1
5,22,15
5,16,18
5,3,4
5,3,3
5,4,4
5,14,18
5,17,15
5,32,23
5,3,3
5,13,13
5,14,14
5,5,5
5,5,5
5,4,4
5,7,7
5,10,10
5,-1,14
5,25,-1
5,15,15
5,6,6
5,12,18
5,12,9
5,2,2
5,7,6
5,15,11
5,-1,16
5,27,20
5,15,11
5,8,5
5,-1,-1
5,14,14
5,14,14
5,7,7
5,13,13
5,17,20
5,12,11
5,10,10
5,29,27
5,20,16
5,19,17
5,23,24
5,14,14
5,7,7
5,10,9
