木の高さ,変形なし,変形あり
4,12,9
4,3,3
4,7,5
4,4,4
4,4,4
4,4,4
4,-1,8
4,3,3
4,9,9
4,12,7
4,6,3
4,2,2
4,4,4
4,4,4
4,11,10
4,-1,7
4,2,2
4,5,5
4,6,5
4,1,1
4,4,4
4,9,8
4,5,5
4,-1,10
4,2,2
4,8,8
4,4,4
4,4,3
4,5,5
4,5,3
4,3,3
4,9,9
4,6,6
4,4,4
4,8,6
4,3,3
4,5,5
4,5,5
4,6,-1
4,1,1
4,2,2
4,-1,5
4,5,5
4,4,4
4,8,8
4,9,9
4,5,5
4,7,5
4,8,8
4,6,4
4,3,3
4,3,3
4,2,2
4,5,5
4,5,5
4,8,5
4,1,1
4,6,6
4,4,4
4,10,10
4,-1,9
4,1,1
4,5,4
4,6,6
4,3,2
4,2,2
4,10,10
4,6,6
4,2,2
4,4,4
4,4,4
4,9,7
4,7,7
4,6,6
4,6,5
4,6,4
4,3,3
4,6,6
4,9,9
4,6,6
4,7,6
4,7,8
4,4,4
4,-1,-1
4,8,8
4,2,2
4,5,6
4,9,7
4,7,7
4,6,6
4,3,3
4,3,4
4,2,2
4,7,6
4,5,5
4,7,7
4,5,5
4,10,5
4,4,4
4,1,1
