木の高さ,変形なし,変形あり
4,8,8
4,11,11
4,6,4
4,10,10
4,6,6
4,7,6
4,3,3
4,8,5
4,2,2
4,11,10
4,7,7
4,10,7
4,9,9
4,7,7
4,11,9
4,7,7
4,5,5
4,-2,-2
4,5,5
4,3,3
4,10,10
4,11,6
4,5,5
4,2,2
4,6,8
4,6,5
4,5,5
4,9,9
4,6,6
4,4,3
4,5,5
4,6,6
4,10,8
4,5,5
4,4,4
4,12,9
4,13,12
4,7,6
4,6,6
4,3,3
4,-1,10
4,6,6
4,2,2
4,8,7
4,4,4
4,2,2
4,10,8
4,7,7
4,11,7
4,11,10
4,8,8
4,5,5
4,-1,9
4,3,3
4,2,2
4,10,10
4,9,10
4,7,7
4,9,7
4,3,3
4,8,-3
4,4,4
4,8,8
4,8,8
4,8,10
4,7,7
4,2,2
4,4,4
4,3,5
4,3,-2
4,-1,7
4,7,5
4,3,3
4,4,4
4,6,6
4,8,8
4,3,3
4,-3,-3
4,9,8
4,7,6
4,5,5
4,6,5
4,4,4
4,5,5
4,3,3
4,2,2
4,10,9
4,-3,3
4,7,7
4,5,7
4,7,7
4,2,2
4,10,7
4,4,4
4,4,4
4,8,9
4,6,6
4,5,5
4,3,2
4,5,5
