木の高さ,変形なし,変形あり
4,5,5
4,2,2
4,8,8
4,8,8
4,4,4
4,8,8
4,4,4
4,4,4
4,4,4
4,3,3
4,4,4
4,8,8
4,4,4
4,2,2
4,-1,-1
4,2,2
4,-1,4
4,7,7
4,7,7
4,-1,5
4,-1,4
4,3,4
4,4,6
4,6,6
4,4,4
4,10,10
4,4,4
4,2,2
4,4,4
4,7,6
4,10,10
4,9,9
4,13,8
4,-1,7
4,-1,6
4,4,4
4,4,4
4,4,4
4,3,3
4,7,7
4,4,4
4,7,8
4,5,6
4,3,3
4,8,8
4,4,4
4,3,3
4,9,9
4,3,3
4,10,10
4,8,8
4,8,7
4,4,4
4,4,5
4,7,8
4,3,4
4,2,2
4,9,9
4,5,5
4,7,6
4,7,6
4,3,3
4,7,7
4,4,4
4,7,7
4,7,4
4,3,3
4,3,3
4,3,3
4,6,6
4,7,7
4,4,4
4,3,3
4,2,3
4,4,4
4,2,2
4,6,7
4,4,4
4,6,5
4,3,3
4,8,8
4,6,4
4,2,1
4,6,6
4,6,6
4,3,3
4,11,11
4,9,8
4,6,5
4,11,7
4,6,6
4,10,8
4,10,6
4,3,3
4,8,6
4,5,5
4,3,3
4,11,8
4,8,7
4,3,3
