木の高さ,変形なし,変形あり
5,14,14
5,11,11
5,12,11
5,15,15
5,11,10
5,11,11
5,9,6
5,7,6
5,7,7
5,22,-3
5,18,16
5,-1,9
5,13,13
5,15,15
5,18,18
5,-3,-3
5,9,9
5,9,9
5,11,11
5,15,14
5,11,10
5,-1,23
5,7,7
5,12,12
5,8,7
5,20,19
5,-1,-3
5,16,16
5,9,10
5,-1,11
5,10,10
5,17,17
5,10,10
5,18,16
5,23,23
5,20,-2
5,-1,16
5,18,21
5,9,-3
5,9,9
5,-1,20
5,11,10
5,2,2
5,20,16
5,8,8
5,7,6
5,7,7
5,20,22
5,10,11
5,16,17
5,15,-1
5,9,9
5,15,-1
5,7,7
5,9,8
5,21,-2
5,20,20
5,16,14
5,16,16
5,4,4
5,23,17
5,21,21
5,14,12
5,-1,-3
5,19,20
5,14,13
5,20,21
5,9,8
5,10,10
5,9,7
5,10,7
5,11,11
5,5,7
5,7,7
5,22,-3
5,25,22
5,-3,7
5,22,-3
5,7,7
5,-3,-3
5,21,17
5,11,11
5,17,16
5,12,9
5,10,9
5,17,13
5,12,12
5,-1,-1
5,19,-1
5,27,16
5,17,-3
5,12,8
5,19,25
5,-1,-1
5,12,11
5,15,13
5,8,8
5,19,14
5,9,9
5,-2,15
