木の高さ,変形なし,変形あり
4,9,10
4,2,2
4,8,8
4,6,6
4,10,9
4,3,3
4,7,7
4,7,9
4,-3,8
4,7,7
4,2,2
4,5,5
4,8,6
4,10,8
4,10,10
4,5,5
4,5,5
4,4,5
4,14,9
4,10,7
4,3,3
4,7,6
4,10,8
4,5,6
4,3,3
4,5,5
4,6,6
4,16,17
4,7,7
4,5,7
4,2,2
4,2,2
4,2,2
4,6,-3
4,4,4
4,7,7
4,3,3
4,4,4
4,5,5
4,9,9
4,7,7
4,9,9
4,3,3
4,7,7
4,5,6
4,2,2
4,7,7
4,5,5
4,3,3
4,3,3
4,6,4
4,6,6
4,6,6
4,6,6
4,8,7
4,4,4
4,3,3
4,8,8
4,5,5
4,3,3
4,7,8
4,6,6
4,5,5
4,10,-1
4,9,7
4,10,8
4,-2,6
4,6,6
4,8,8
4,8,8
4,4,4
4,8,6
4,2,2
4,2,2
4,-3,10
4,12,-1
4,11,9
4,7,5
4,6,6
4,9,7
4,-2,-2
4,10,9
4,5,5
4,-1,9
4,2,2
4,-1,6
4,4,4
4,9,7
4,5,5
4,8,7
4,3,4
4,9,9
4,3,3
4,7,7
4,6,7
4,3,3
4,7,6
4,8,10
4,4,4
4,8,8
