木の高さ,変形なし,変形あり
5,-3,-3
5,18,14
5,11,11
5,9,8
5,20,14
5,13,-2
5,3,3
5,-3,17
5,14,14
5,26,-1
5,16,15
5,5,5
5,21,-3
5,19,16
5,-1,14
5,26,18
5,9,9
5,10,7
5,11,11
5,-1,9
5,17,17
5,-3,8
5,-3,-1
5,24,17
5,29,27
5,18,19
5,18,16
5,-3,14
5,12,10
5,3,3
5,17,18
5,25,21
5,5,5
5,20,13
5,22,-2
5,13,11
5,14,10
5,9,7
5,21,19
5,27,26
5,25,16
5,-1,8
5,5,5
5,18,17
5,11,12
5,17,17
5,15,16
5,16,13
5,6,6
5,24,21
5,9,9
5,9,9
5,18,17
5,9,8
5,-1,-1
5,7,6
5,20,22
5,23,18
5,6,6
5,18,18
5,13,-3
5,-3,6
5,-1,12
5,7,8
5,5,5
5,16,-1
5,8,8
5,13,-3
5,15,18
5,16,16
5,5,5
5,10,10
5,14,12
5,14,12
5,23,18
5,17,13
5,12,12
5,-1,24
5,15,12
5,28,19
5,15,16
5,-3,-3
5,-3,-3
5,24,-1
5,11,11
5,23,23
5,18,15
5,22,17
5,18,13
5,4,4
5,-2,-2
5,15,15
5,13,13
5,-1,8
5,12,12
5,16,12
5,15,14
5,6,7
5,4,5
5,11,12
